Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
San Luis Obispo  City of,1,Yes,Aug-14,498,547,AF,," 45,119 ",,"Errors were found in the production data for both July and August; the errors have been corrected, please replace the data in the spreadsheet with the correct data.",,,,162274010.6,178240730.6,69.61,76.46,60%,No Correction Needed
San Luis Obispo  City of,1,Yes,Sep-14,481,523,AF,," 45,541 ",72,,,,,156734536.4,170420296.3,114.72,124.74,100%,No Correction Needed
San Luis Obispo  City of,1,Yes,Oct-14,481,531,AF,," 45,541 ",72,,,,,156734536.4,173027107.7,66.61,73.54,60%,No Correction Needed
Sanger  City of,2,Yes,Jun-14,223.042,206.153,MG,The percentage of use is based upon prior years statistics. The City is currently replacing all the water meters with an automated system and also installing leak detection. This will allow for better data regarding actual water consumption by user type.," 25,664 ",,Code Enforcement is actively addressing water waste by educating the residents on water use. No fines have been levied yet.,The City has undertaken aggressive education of the public on the need to conserve water. The City has municipal code and policies in place to better assure water conservation.,,,223042000,206153000,170.92,157.98,59%,No Correction Needed
Sanger  City of,2,Yes,Jul-14,219.933,225.137,MG,," 25,664 ",,,,,MG,219933000,225137000,163.10,166.96,59%,No Correction Needed
Sanger  City of,2,Yes,Aug-14,199.697,295.102,MG,," 25,664 ",,,,,,199697000,295102000,148.09,218.85,59%,No Correction Needed
Sanger  City of,2,Yes,Sep-14,195.238,223.017,MG,," 25,664 ",,City continues to reach out to the community regarding the importance of water conservation. No fines have been levied yet but letters have been sent out.,,,,195238000,223017000,149.61,170.90,59%,No Correction Needed
Sanger  City of,Stage 2,Yes,Oct-14,170.328,166.495,MG,," 25,664 ",126.31,Code Enforcement continues to educate the community and the City continues to market the irrigation schedule and Stage 2 information. No fines have been levied yet.,,,,170328000,166495000,126.31,123.47,59%,No Correction Needed
Santa Ana  City of,0,Yes,Jun-14,3682.7,3565.3,AF,," 332,005 ",,,"City Council is scheduled to declare Level-1 Water Shortage on September 16, 2014. ",,,1200013050,1161758093,80.72,78.15,67%,No Correction Needed
Santa Ana  City of,0,Yes,Jul-14,3783.3,3825.8,AF,," 332,005 ",,,,,,1232793704,1246642389,80.25,81.15,67%,No Correction Needed
Santa Ana  City of,0,Yes,Aug-14,3653,3832,AF,," 332,005 ",,,,,,1190335263,1248662668,77.49,81.29,67%,No Correction Needed
Santa Ana  City of,Level 1,Yes,Sep-14,3518,3627,AF,SWRCB‰Ûªs ‰ÛÏInstructions for Estimating Residential Gallons Per Capita Day (R-GPCD) in Completing Monthly Urban Water Supplier Report.‰Û," 332,005 ",77.1,"1 Restrict watering lawn, landscape, or other turf areas to every other day between 6:00 p.m. and 6:00 a.m.  2.Restrict commercial nurseries and golf courses to watering between 6:00 p.m. and 6:00 a.m.  3.Establish a mandatory 3 percent conservation rate for all consumers, as compared to the same billing period in previous year. (A) The first violation will result in a notice to the customer; (B) a second violation will result in a 15 percent surcharge on customer‰Ûªs water bill; and (C) a third violation will result in the installation of a water flow restrictor. Customers may request relief from compliance.  4.Require that all water leaks, breaks, or other malfunctions in plumbing systems be repaired within 72 hours. ",,,,1146345320,1181863126,77.11,79.50,67%,No Correction Needed
Santa Ana  City of,Level 1 Water Shortage,Yes,Oct-14,3378,3458,AF,"Groundwater Replenishment System (GWRS)    Indirect Potable Reuse = 629 AF (Sept. 2014)  Adj. Total Monthly Water Production-IPR=2,749 AF  Adjusted GPCD-IPR=  58.3  "," 332,005 ",59,,,,,1100726120,1126794235,71.66,73.35,67%,No Correction Needed
Santa Barbara  City of,2,Yes,Jun-14,1120,1277,AF,Approximately 20 AF of the City's June 2014 monthly production was sold to agricultural water customers.," 92,756 ",,"The City enacted a Stage 2 Drought on May 20, 2014. Details, including the mandatory water conservation regulations, can be found here: http://www.santabarbaraca.gov/gov/depts/pw/resources/system/docs/stage2restrictions.asp",,72,AF,364953598.2,416112272.3,86.56,98.69,66%,No Correction Needed
Santa Barbara  City of,2,Yes,Jul-14,1126,1348,AF,Approximately 18 AF of the City's July 2014 monthly production was sold to agricultural customers.," 92,756 ",,,,95,AF,366908706.8,439247723.6,85.49,102.35,67%,No Correction Needed
Santa Barbara  City of,2,Yes,Aug-14,1045,1418,AF,Approximately 18 AF of the City's August 2014 monthly production was sold to agricultural water customers.," 92,756 ",,,,91,AF,340514741.2,462057323.5,78.16,106.06,66%,No Correction Needed
Santa Barbara  City of,Stage 2,Yes,Sep-14,1005.38,1322.52,AF,Approximately 16 AF of the City's September 2014 monthly production was sold to agricultural water customers.," 92,756 ",78.9,,,,,327604507.7,430945029.2,78.88,103.76,67%,No Correction Needed
Santa Barbara  City of,Stage 2,Yes,Oct-14,953.28,1230.72,AF,Agricultural water use for the month of October was 19 AF.," 92,756 ",79.4,,,,,310627648.3,401031868.2,79.94,103.21,74%,No Correction Needed
Santa Clara  City of,Plan 2 of WSCP goes to council 8/19/14,Yes,Jun-14,618,705.5,MG,"Percentage residential use is tracked through sales numbers as opposed to production numbers.    In 2013 recycled water accounted for 15% of total water use in Santa Clara, and is expected to increase in 2014.  This represents a direct offset to Santa Clara's potable water demands. "," 118,459 ",,,,160.5,MG,618000000,705500000,86.78,99.06,50%,No Correction Needed
Santa Clara  City of,Plan 2 of WSCP goes to council 8/19/14,Yes,Jul-14,671.8,717.2,MG,"Percentage residential use is tracked through sales numbers as opposed to production numbers.    In 2013 recycled water accounted for 15% of total water use in Santa Clara, and is expected to increase in 2014.  This represents a direct offset to Santa Clara's potable water demands. "," 118,459 ",,,,102.6,MG,671800000,717200000,95.86,102.34,52%,No Correction Needed
Santa Clara  City of,Plan 2,Yes,Aug-14,678.9,766.7,MG,The percentage residential use is based on sales numbers from the current billing cycle (last months use).  Recycled water accounts for 14.4% of total production (year to date).," 118,459 ",,,,187.9,MG,678900000,766700000,89.29,100.84,48%,No Correction Needed
Santa Clara  City of,Plan 2,Yes,Sep-14,554.7,605.1,MG,The percentage residential water usage is based on water sales.  R-GPCD = (residential sales/population)/days in month," 118,459 ",88.6,,,123,MG,554700000,605100000,79.45,86.67,51%,No Correction Needed
Santa Clara  City of,2,Yes,Oct-14,589.9,639.2,MG,The percentage residential water usage is based on water sales. R-GPCD = (residential sales/population)/days in month," 118,459 ",71.2,,,148.4,MG,589900000,639200000,79.03,85.64,49%,No Correction Needed
Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,Jun-14,251,325,MG,"The City of Santa Cruz declared a Stage 1 Water shortage Alert in both 2012 and 2013, calling for a 5 percent across the board cutback"," 94,887 ",,"Water rationing is in place for all single family, multifamily and dedicated irrigation accounts. Penalties for water use in excess of assigned monthly allotments use range from $25 to $50 per CCF.  In addition, field staff are actively enforcing outdoor water restrictions, the penalty for which ranges from written warning up to $500, and triple fines for large customers.    ","The City of Santa Cruz has instituted a Water School program for customers to take a class in exchange for dismissing excessive use penalties, which has proved to be a popular option. ",,,251000000,325000000,51.14,66.22,58%,No Correction Needed
Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,Jul-14,253,338,MG,See June 2014 report," 94,887 ",,See June 2014 report,See June 2014 report,,,253000000,338000000,49.89,66.65,58%,No Correction Needed
Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,Aug-14,239,332,MG,See June 2014 report," 94,887 ",,,,,,239000000,332000000,47.13,65.46,58%,No Correction Needed
Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,Sep-14,213,301,MG,"Please note in the City's R-GPCD calculation, the City assumes that about 8,000 persons of the estiamted 94,887 total population reside on the UC Santa Cruz campus which is classified as an industrial cusomter. Therefore, the residential population used for calculating R-GPCD is estimated to be 86,887. Residential water use is estimated to be 60% of 213 mg or 127.8 mg in September 2014.    "," 94,887 ",49,,,,,213000000,301000000,44.90,63.44,60%,No Correction Needed
Santa Cruz  City of,Stage 3 Water Shortage Emergency,Yes,Oct-14,224.6,300.6,MG,"Please note in the City's R-GPCD calculation, the City assumes that about 8,000 persons of the 94,887 total population reside on the UC Santa Cruz campus, which is classified as an industrial (non-residential) customer. Therefore, the residential population for calculating the R-GPCD is estimated to be 86,887. Residential water use in Oct 2014 is estimated to be 62% of 224.6 mg or 139.1 mg.     "," 94,887 ",51.6,,,,,224600000,300600000,47.34,63.36,62%,No Correction Needed
Santa Fe Irrigation District,Level 1,No,Jun-14,1352.3,1288,AF,," 19,386 ",,,"Staff will be going to its Board of Directors on August 21, 2014 recommending going to a Water Shortage Response Level 2 with Mandatory outdoor water use restrictions.",,,440648884.7,419696638,636.45,606.19,84%,No Correction Needed
Santa Fe Irrigation District,Level 1,No,Jul-14,1414.8,1339.6,AF,," 19,386 ",,,"Staff will be going to its Board of Directors on August 21, 2014 recommending going to a Water Shortage Response Level 2 with Mandatory outdoor water use restrictions.",,,461014598.9,436510571.6,644.38,610.13,84%,No Correction Needed
Santa Fe Irrigation District,2,Yes,Aug-14,1283,1356,AF,," 19,386 ",,,,,,418067380.8,441854535,584.35,617.60,84%,No Correction Needed
Santa Fe Irrigation District,2,Yes,Sep-14,1241.6,1260.9,AF,," 19,386 ",584.35,,,,,404577131.8,410866064.3,584.35,593.43,84%,No Correction Needed
Santa Fe Irrigation District,Level 2,Yes,Oct-14,1137.1,1004.3,AF,In October 2013; the District had 5.3 AF of water in which we did not receive revenue.," 19,386 ",516.4,,,,,370525657.6,327252588.1,517.90,457.42,84%,No Correction Needed
Santa Fe Springs  City of,Voluntary Reduction,No,Jun-14,584.18,619.47,AF,Santa Fe Springs is comprised of 85% commercial / 15% residential properties.," 18,199 ",,,,114.8,AF,190355886.6,201855183.5,90.65,96.13,26%,No Correction Needed
Santa Fe Springs  City of,Voluntary 20% Reduction,No,Jul-14,600.98,649.72,AF,Santa Fe Springs is comprised of 85% commercial / 15% residential properties.," 18,199 ",,,,121.78,AF,195830190.6,211712189.2,90.25,97.57,26%,DATA CORRECTION
Santa Fe Springs  City of,Following Federal Contingency Guidelines 8-1-14,No,Aug-14,583.97,642.98,AF,Santa Fe Springs is comprised of 85% commercial / 15% residential properties.," 18,199 ",,,,38104,CCF,190287457.8,209515950.5,87.69,96.56,26%,DATA CORRECTION
Santa Fe Springs  City of,Following Federal Contingency Guidelines (8-1-14) ,No,Sep-14,562.91,614.76,AF,Santa Fe Springs is comprised of 85% commercial / 15% residential properties.," 18,199 ",90.7,,,53345,CCF,183425026.8,200320423.3,90.71,99.06,27%,DATA CORRECTION
Santa Fe Springs  City of,Phase 1,Yes,Oct-14,558.93,577.57,AF,Santa Fe Springs is comprised of 85% commercial / 15% residential properties," 18,199 ",87.16,,,38879,CCF,182128138.1,188202008.7,87.16,90.07,27%,No Correction Needed
Santa Margarita Water District,Stage 2,Yes,Jun-14,2988.6,2962,AF,"Total Production = 3696.0 AF  Total Domestic Production = 2988.6 AF / 80.9% of SMWD usage  Total Recycled Production = 707.4 AF / 19.1% of SMWD usage  The total recycled production amount of 707.4 AF consists of the 557.6 AF of recycled water that SMWD‰Ûªs treatment plants produced in June 2014, as well as 149.8 AF of urban runoff and groundwater that is added to the non-domestic irrigation system to supplement the recycled water produced at the District‰Ûªs treatment plants.  The Board of Directors moved SMWD to Stage 2 of the Water Shortage Contingency Plan as of August 6, 2014. However, under Stage 1, SMWD was practicing voluntary conservation as well as year-round mandatory water waste restrictions. "," 155,229 ",,"In June 2014, 120 high use notifications were issued to customers, 58 customers requested site surveys, and the District worked with 126 customers where leaks were noticed.","SMWD has taken part in regional meetings with water agencies to discuss regional outreach and implementation of State and Local water restrictions.  SMWD offers free assistance to homeowners to review irrigation scheduling and performance.  SMWD offers numerous financial incentives (rebates) to homeowners, businesses, and dedicated irrigation customers to implement water efficient landscape and irrigation tools and materials.  More information at www.smwd.com   Additionally, the District website and social media presence has continually been educating customers about the drought as well as methods to reduce residential water usage.  ",557.6,AF,973839574.7,965171926.8,136.37,135.15,65%,No Correction Needed
Santa Margarita Water District,Stage 2,Yes,Jul-14,3227.68,3209.3,AF,"Total Production = 3958.9 Total Domestic Production = 3227.7 AF / 81.5% of SMWD usage Total Reycled Production = 731.3 AF / 18.5% of SMWD usage The total recycled production amount of 731.3 AF consists of the 586.7 AF of recycled water that SMWD‰Ûªs treatment plants produced in July 2014, as well as 144.6 AF of urban runoff and groundwater that is added to the non-domestic irrigation system to supplement the recycled water produced at the District‰Ûªs treatment plants. The Board of Directors moved SMWD to Stage 2 of the Water Shortage Contingency Plan as of August 6, 2014. However, under Stage 1, SMWD was practicing voluntary conservation as well as year-round mandatory water waste restrictions. "," 155,481 ",,"In July 2014, 41 high use notifications were issued to customers, 25 customers requested site surveys, and the District worked with 66 customers where leaks were noticed.","SMWD held two stakeholder meetings with our dedicated irrigation customers.  This involved outreach to the Cities, HOA boards, Property Managers, and Landscape Contractors to discuss the State‰Ûªs emergency drought restrictions and SMWD‰Ûªs response.  This helped inform key stakeholders regarding their water management and also allowed SMWD to figure out how best to work with this user group to achieve water savings.   SMWD launched a dedicated drought webpage which provides resources from and links to the State‰Ûªs drought pages and www.SaveOurH2O.com SMWD held a residential landscaping workshop to help homeowners reduce outdoor water use.  SMWD discussed the mandatory water waste restrictions and provided homeowners with information and resources to be more mater efficient. SMWD has taken part in regional meetings with water agencies to discuss regional outreach and implementation of State and Local water restrictions. SMWD offers free assistance to homeowners to review irrigation scheduling and performance. SMWD offers numerous financial incentives (rebates) to homeowners, businesses, and dedicated irrigation customers to implement water efficient landscape and irrigation tools and materials.  More information at www.smwd.com   Additionally, the District website and social media presence has continually been educating customers about the drought as well as methods to reduce residential water usage.  ",586.7,AF,1051744134,1045754985,127.50,126.77,58%,No Correction Needed
Santa Margarita Water District,Stage 2,Yes,Aug-14,2949.2,3098.7,AF,"Total Production = 3723.6 AF Total Domestic Production = 2949.2 AF / 79.2% of SMWD usage Total Non-Domestic Production = 774.4 AF / 20.8% of SMWD usage The total non-domestic production amount of 774.4 AF consists of the 623.2 AF of recycled water that SMWD‰Ûªs treatment plants produced in August 2014, as well as 151.2 AF of urban runoff and groundwater that is added to the non-domestic irrigation system to supplement the recycled water produced at the District‰Ûªs treatment plants. Aug 2013 ETo was 6.49 inches with an average temperature of 70.2 degrees. Aug 2014 ETo was 6.24 inches with an average temperature of 72.3 degrees "," 155,575 ",,"In August 2014, 56 high use notifications were issued to customers, 25 customers requested site surveys, and the District worked with 48 customers where leaks were noticed.","Presentations: Presentation of Conservation Ordinance to RSM City Council. Presentation to San Clemente City Council regarding drought ordinance.  Presentation to San Francisco Solano Church seniors group regarding Conservation Ordinance. Presentation to Mission Viejo Kiwanis Club regarding Conservation Ordinance.  Stakeholder Meetings:  Meeting with local and regional pool contractors to discuss SMWD‰Ûªs Stage 2 mandatory conservation restriction on initial pool filling and discuss alternative approaches to save water in residences looking to install and fill new pools. Meeting to discuss Rancho Mission Viejo‰Ûªs low water-use designs and housing development. Meeting with Casta del Sol HOA to discuss their alternate watering plan and opportunities to save water via turf removal. Meeting with SAMLARC property manager and landscape contractor to discuss alternate watering plan and opportunities to save and participate in rebate programs. Meeting with Talega Maintenance HOA property manager and landscape contractor to discuss alternate watering plan and opportunities to save water via turf removal. Meeting with City of Rancho Santa Margarita engineering staff to discuss SMWD‰Ûªs Stage 2 mandatory water conservation regulations. Meeting with City of Mission Viejo City Manager and staff to discuss SMWD‰Ûªs Stage 2 mandatory water conservation regulations.  Traditional Media: Issued News Releases on enactment of Stage 2 Conservation Ordinance with follow-up. Issued follow up News Release on Board Direction regarding swimming pool clause in Conservation Ordinance. Coordinated KSBR radio interview with GM Dan  Ferons re: Conservation Ordinance. Coordinated NBC-LA television interview with GM Dan Ferons re: Conservation Ordinance. Coordinated KFI radio interview with GM Dan Ferons re: swimming pool restrictions. Participated in OC Register story regarding Conservation Ordinance. Participated in OC Register story (front page) regarding turf removal program. Participated in OC Register story on enforcement of Conservation Ordinance. Participated in Reuters‰Ûª story on swimming pool clause in Conservation Ordinance.  Customer Communications: Prepared ‰ÛÏOn Tap‰Û newsletter with profile about SMWD‰Ûªs Water Use Efficiency Administrator to stress conservation message. Prepared bill insert with mandatory watering day restrictions, rebate information and information about California-Friendly Gardening Class.  Other: SMWD has taken part in regional meetings with water agencies to discuss regional outreach and implementation of State and Local water restrictions. SMWD offers free assistance to homeowners to review irrigation scheduling and performance. SMWD offers numerous financial incentives (rebates) to homeowners, businesses, and dedicated irrigation customers to implement water efficient landscape and irrigation tools and materials.  More information at www.smwd.com   Additionally, the District website and social media presence has continually been educating customers about the drought as well as methods to reduce residential water usage.   Links to www.SaveourH2O.org  are featured. ",623.2,AF,961001028.5,1009715817,120.73,126.85,61%,No Correction Needed
Santa Margarita Water District,Stage 2,Yes,Sep-14,2802.4,3001.5,AF,"Total Production = 3,542.2 AF Total Domestic Production = 2,802.4 AF / 79.1% of SMWD usage Total Non-Domestic Production = 739.8 AF / 20.9% of SMWD usage The total non-domestic production amount of 739.8 AF consists of the 623.5 AF of recycled water that SMWD‰Ûªs treatment plants produced in September 2014, as well as 116.3 AF of urban runoff and groundwater that is added to the non-domestic irrigation system to supplement the recycled water produced at the District‰Ûªs treatment plants. Numbers originate from SMWD SCADA system. MWDOC invoice received third week of the month. Sept 2013 ETo was 5.26 inches with an average temperature of 70.2 degrees. Sept 2014 ETo was 5.21 inches with an average temperature of 73.3 degrees The District has reduced water usage at District facilities 44%. In June/July/Aug 2013, the District used 948,250 gallons for District usage. In June/July/Aug 2014, the District used only 530,506 gallons The Non-Revenue water number (141.7 AF) was derived by taking 4% of the total production. Currently, SMWD is working on a better calculation for predicting non-revenue losses. "," 155,798 ",132.31,"In September 2014, 18 customers requested site surveys and the District worked with 58 customers where leaks were noticed.  Thirty-eight ordinance violations were observed and reported to the customer via a door-hanger and/or direct mail.  ","Presentations: Participated in Ladera Ranch ‰ÛÏNew Residents Orientation.‰Û  Provided information on Drought Ordinance Stage 2 restrictions, turf-removal and other rebates, and SMWD sprinkler keys.  Presented to Palmia HOA Landscape Committee.   Provided information on Drought Ordinance Stage 2 restrictions, turf-removal and other rebates, and how to track water use via weekly meter reads.  Stakeholder Meetings:  Presented to Palmia HOA Landscape Committee.   Provided information on Drought Ordinance Stage 2 restrictions, turf-removal and other rebates, and how to track water use via weekly meter reads.  Met with Capistrano Unified School District staff to go over recycle water conversions, rebates, and how to comply with Drought Ordinance watering restrictions.  Traditional Media: Participated in two KSBR 88.5 radio interviews regarding swimming pool discussion/decision.  Participated in Los Angeles Times story on swimming pool issue (front-page).  Participated in two OC Register articles regarding swimming pool issue (one front page).  Participated in ABC-7 interview regarding swimming pool discussion.  Participated in KNX 1070 radio interview regarding swimming pool discussion.  Participated in KFI 640 radio interview regarding swimming pool decision. Participated in San Jose Mercury News article regarding swimming pool ordinance.  Participated in Associated Press article regarding swimming pool ordinance.  Issued three News Releases on SMWD meeting with pool contractors pending Board discussion and decision.  Customer Communications: Hosted a free landscape workshop for homeowners.  Thirty residents showed up to learn how to garden in a drought and water efficiently.  Prepared ‰ÛÏOn Tap‰Û newsletter with information about best management practices for efficiency Pool design and operation.  Also provided information on rebates, watering schedules, and plants.  Provided bill insert with mandatory watering day restrictions, rebate information and information about California-Friendly Gardening Class.  Other: SMWD has taken part in regional meetings with water agencies to discuss regional outreach and implementation of State and Local water restrictions. SMWD offers free assistance to homeowners to review irrigation scheduling and performance. SMWD offers numerous financial incentives (rebates) to homeowners, businesses, and dedicated irrigation customers to implement water efficient landscape and irrigation tools and materials.  More information at www.smwd.com   Additionally, the District website and social media presence has continually been educating customers about the drought as well as methods to reduce residential water usage.   Links to www.SaveourH2O.org  are featured. ",623.5,AF,913166039,978043058.1,132.33,141.73,68%,DATA CORRECTION
Santa Margarita Water District,Stage 2,Yes,Oct-14,2586.4,2469,AF,"Total Production = 3,380.2 AF  Total Domestic Production = 2,586.4 AF /76.5% of SMWD usage  Total Non-Domestic Production = 793.8 AF / 23.5% of SMWD usage  The total non-domestic production amount of 793.8 AF consists of the 652.6 AF of recycled water that SMWD‰Ûªs treatment plants produced in October 2014, as well as 141.2 AF of urban runoff and groundwater that is added to the non-domestic irrigation system to supplement the recycled water produced at the District‰Ûªs treatment plants.  Oct 2013 ETo was 3.9 inches with an average temperature of 64.7 degrees and 1.5‰Û of precipitation.  Oct 2014 ETo was 3.9 inches with an average temperature of 69.9 degrees and 0‰Û of precipitation.  The Non-Revenue water number (105.3 AF) was derived by taking 4% of the total production. Currently, SMWD is working on a better calculation for predicting non-revenue losses.  R-GPCD calculation = (Residential Gallons/Population)/Days  Numbers originate from SMWD SCADA system. MWDOC invoice received third week of the month.  "," 155,941 ",120.62,"In October 2014, 26 customers requested site surveys and the District worked with 20 customers where leaks were noticed.  Seventy ordinance violations were observed and reported to the customer via a door-hanger and/or direct mail.  ",Presentations:  ‰Û¢,Attended RSM/Coto Rotary Meeting  ‰Û¢,"Presented at the SAMLARC HOA Delegate Meeting about water supply conditions, watering restrictions, and rebates and resources available to large landscape customers.  ‰Û¢",842782130.8,804527173.3,120.62,115.15,69%,DATA CORRECTION
Santa Maria  City of,Zero,No,Jun-14,1364,1375,AF,The city has large agricultural parking sheds," 101,103 ",,,,,,444461346.4,448045712.1,142.14,143.29,97%,No Correction Needed
Santa Maria  City of,0,No,Jul-14,1422,1453,AF,Includes large packing sheds," 101,103 ",,,,,,463360729.2,473462123.4,141.93,145.02,96%,No Correction Needed
Santa Maria  City of,0,No,Aug-14,1336,1388,AF,," 101,103 ",,,,,,435337506.5,452281780.7,136.12,141.42,98%,No Correction Needed
Santa Maria  City of,0,No,Sep-14,938,1314,AF,," 101,103 ",101,,,,,305648638.5,428168775.1,98.76,138.34,98%,No Correction Needed
Santa Maria  City of,0,No,Oct-14,969,1240,AF,," 101,103 ",98,,,,,315750032.8,404055769.5,97.72,125.05,97%,No Correction Needed
Santa Monica  City of,Stage 2 as of 8/12/14,Yes,Jun-14,416.6,409.8,MG,," 92,185 ",,,,3.3,MG,416600000,409800000,120.51,118.54,80%,No Correction Needed
Santa Monica  City of,Stage 2 as 8/12/14,Yes,Jul-14,435.5,436,MG,," 92,185 ",,,,3.7,MG,435500000,436000000,118.87,119.00,78%,No Correction Needed
Santa Monica  City of,2,Yes,Aug-14,421.3,436.9,MG,," 92,185 ",,,,4.1,MG,421300000,436900000,114.99,119.25,78%,No Correction Needed
Santa Monica  City of,Stage 2,Yes,Sep-14,398.9,418.8,MG,Please note that pervious estimates of 78% and 80% were found to be inaccurate.," 92,185 ",101,,,3,MG,398900000,418800000,100.97,106.00,70%,No Correction Needed
Santa Monica  City of,2,Yes,Oct-14,404.2,409.2,MG,," 92,185 ",99,,,2.9,MG,404200000,409200000,99.01,100.23,70%,No Correction Needed
Santa Paula  City of,None,No,Jun-14,449.96,483.87,AF,," 29,321 ",,,,,,146620108.1,157669730,166.68,179.25,100%,No Correction Needed
Santa Paula  City of,None,No,Jul-14,463.88,494.58,AF,," 29,321 ",,,,,,151155960,161159598.8,166.30,177.30,100%,No Correction Needed
Santa Paula  City of,None,No,Aug-14,444.4,523,AF,," 29,321 ",,,,,,144808374.2,170420296.3,159.31,187.49,100%,No Correction Needed
Santa Paula  City of,Voluntary ,No,Sep-14,417.66,457.75,AF,," 29,321 ",,,,,,136095107,149158490.7,154.72,169.57,100%,No Correction Needed
Santa Paula  City of,Voluntary ,No,Oct-14,417.05,437.36,AF,This is an estimate of residential usage derived from actual meter reads from our Finance Department. The R-GPCD seems low to me however it is consistent over the entire year.     June 123 July 122. Aug. 124. Sept. 119        ," 29,321 ",115,,,,,135896337.6,142514380.1,114.14,119.69,76%,No Correction Needed
Santa Rosa  City of,Stage 1 - Mandatory,Yes,Jun-14,599410818,655669334,G,," 170,093 ",,"The City has implemented Stage 1 - Mandatory.   The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app.  Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation.  The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customer's water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the City‰Ûªs water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM;   -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing;  -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires ‰ÛÏWater-on-request‰Û at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads.  The City is providing education and information to all City employees. The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off.""  The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event will be held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs.",,,599410818,655669334,83.40,91.23,71%,No Correction Needed
Santa Rosa  City of,Stage 1 - Mandatory,Yes,Jul-14,741853428,864389151,G,," 170,093 ",,"The City has implemented Stage 1 - Mandatory.   The City has implemented weekly water watch patrols and also provides options for the community to report water waste and Stage 1 Mandatory violations through our website, hotline and MySantaRosa app.  Water Use Efficiency staff and City field crews have been trained and can door tag any home or business for a violation.  The City has a progressive enforcement program that starts with information and education and can ultimately lead to turning off the customer‰Ûªs water.","The City has implemented Stage 1 - Mandatory, which requires the following: -20% community-wide reduction in water use; -Compliance with the City‰Ûªs water waste ordinance which prohibits runoff from irrigated areas and prohibits property side breaks and leaks; -Irrigation can only occur between the hours of 8 PM through 6 AM;   -Prohibits washing down hardscapes unless required for public health and safety; -Prohibits using potable water for street washing;  -Requires shut-off hose nozzles for all garden and utility hoses; and - Requires ‰ÛÏWater-on-request‰Û at all restaurants. The City is providing information to the community through bill inserts, bill face messages, social media, dedicated website, radio and newspaper ads.  The City offers numerous rebates and incentive programs, including free home and commercial audits. The City continues to participate in the regional media campaign - ""There's a Drought On. Turn the Water Off.""  The media campaign includes newspaper and radio ads, before the movie ads, dedicated website, and local cable channel video. In addition, a DIY Outdoor Drought Solutions event will be held August 23rd from 10AM - 4PM to educate the community about outdoor efficiency, rebates and incentive programs.",7,MG,741853428,864389151,99.89,116.39,71%,No Correction Needed
