Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month,Total Monthly Potable Water Production 2014,Total Monthly Potable Water Production 2013,Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Optional - Recycled Water,Recycled Water Units, CALCULATED Monthly Gallons Month 2014 ,CALCULATED Monthly Gallons Month 2013,CALCULATED R-GPCD 2014 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),CALCULATED R-GPCD 2013 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections
San Buenaventura  City of,1,No,Jul-14,1573.91,1672.88,AF,," 113,478 ",,"Prohibited uses. No person shall use or permit the use of water:    1)  For the watering of turf, ornamental landscape, open ground crops and trees, including  agricultural irrigation, in a manner or to an extent which allows water to run to waste;    2) Such that the escape of water through leaks, breaks or malfunction within the water user's  plumbing or distribution system occurs for any period of time beyond which such break or leak  should reasonably have been discovered and corrected. It shall be presumed that a period of  48 hours after the water user discovers such leak, break or malfunction, or receives notice  from the city of such condition, whichever occurs first, is a reasonable time within which to  correct such condition;    3) In conjunction with use of a handheld hose to wash automobiles, trucks, trailers, boats, or  other types of mobile equipment without the use of a workable positive shutoff nozzle;  For the operation of any ornamental fountain, or similar structures, unless water for such use  is recycled for lawful reuse without substantial loss;    4) For washing of sidewalks, walkways, driveways, parking lots or any other hard-surfaced  areas by hose or flooding, except as otherwise necessary to prevent or eliminate conditions  dangerous to the public health and safety or for other legitimate necessity;    5) For serving of water by a restaurant to its customers without first being requested by the  customer; or    6) Knowingly for any indiscriminate running of water or washing with water not otherwise  prohibited above which is wasteful and without reasonable purpose.  ",,61.53,AF,512860819.5,545110335.2,96.22104977,102.2715846,66%,No Correction Needed
San Buenaventura  City of,Stage 1,No,Aug-14,1521,1681,AF,," 113,478 ",,,,89.64,AF,495620020.5,547756248.8,88.75974053,98.09672835,63%,No Correction Needed
San Buenaventura  City of,Stage 3,Yes,Sep-14,1440,1646,AF,," 113,478 ",88.88,,,64.4,AF,469226054.9,536351448.8,88.88767949,101.6035559,64%,No Correction Needed
San Clemente  City of,Permanent mandatory ,Yes,Jun-14,1017,935,AF,"As of Aug 19th, we have entered into Stage 1 of our water shortage contingency plan.    Recycled Water plant has been shut down due to plant upgrades and expansion and expected to be back up and running in mid September. Previous year we produced 92 AF of RW which would have placed our June 2014 potable water below our 2013 potable water production if our plant were online. This year we have produced 0 AF of RW for this reporting period    Trend for the year 2014 was 20% above 2013 usage until March when we made a call for additional 20% voluntary conservation. We saw an immediate 20% reduction to normal or comparable levels to 2013 water consumption and production. Once we declare a level 1 shortage in August we expect to see further reductions that will show in September or October      "," 55,398 ",,"Called for voluntary additional conservation of 20% in March of 2014    Permanent prohibited water waste is as follows:  Irrigating during periods of rain  Any non-rain runoff  Washing of paved surfaces  Washing of vehicles without a positive shutoff nozzle  Washing of buildings without a positive shutoff nozzle  Failure to fix leaks within 72 hours of notification.  Irrigation between the hours of 9:00am to 6:00pm   Due to our heavy clay soils, and steep slopes this is a more effective measure than days per week due to the needs of cycle and soak irrigation practices that can cross days to avoid irrigation during hottest parts of the day.    Sample irrigation schedule in order to cycle and soak would be:  Monday evening 3min -ON  Tuesday morning 3min -ON  Tuesday evening -OFF  Wednesday morning -OFF  Wednesday evening 3min-ON  Thursday morning 3min-ON  Thursday evening -OFF  Friday morning -OFF  Friday evening 3min-ON  Saturday morning 3min-ON  Saturday evening -OFF  Sunday morning -OFF  Sunday evning -OFF/ON    You can see that irrigation is on just about every day but is equivalent to 3 days or 4 days per week of irrigation due to the prohibited window of irrigation.","We have addressed utilities staff to be on alert for water waste and to report water waste and log complaints. On-call staff are now responding to customer side leaks, run-off and general water waste during off hours. Once a shortage has been declared by the city, all city staff will be responsible for observing water waste which is all compliant with SWRCB's restrictions.  ",,AF,331390901.3,304671084.2,155.5320306,142.9915916,78%,No Correction Needed
San Clemente  City of,Permanent Restrictions & call for voluntary cons.,Yes,Jul-14,1086.3,971.9,AF,"As of Aug 19th, we have entered into Stage 1 of our water shortage contingency plan.    Recycled Water plant has been shut down due to plant upgrades and expansion and expected to be back up and running in mid September. Previous year we produced 92 AF of RW which would have placed our June 2014 potable water below our 2013 potable water production if our plant were online. This year we have produced 0 AF of RW for this reporting period    Trend for the year 2014 was 20% above 2013 usage until March when we made a call for additional 20% voluntary conservation. We saw an immediate 20% reduction to normal or comparable levels to 2013 water consumption and production. Once we declare a level 1 shortage in August we expect to see further reductions that will show in September or October  "," 50,960 ",,"Called for voluntary additional conservation of 20% in March of 2014    Permanent prohibited water waste is as follows:  Irrigating during periods of rain  Any non-rain runoff  Washing of paved surfaces  Washing of vehicles without a positive shutoff nozzle  Washing of buildings without a positive shutoff nozzle  Failure to fix leaks within 72 hours of notification.  Irrigation between the hours of 9:00am to 6:00pm   Due to our heavy clay soils, and steep slopes this is a more effective measure than days per week due to the needs of cycle and soak irrigation practices that can cross days to avoid irrigation during hottest parts of the day.    Sample irrigation schedule in order to cycle and soak would be:  Monday evening 3min -ON  Tuesday morning 3min -ON  Tuesday evening -OFF  Wednesday morning -OFF  Wednesday evening 3min-ON  Thursday morning 3min-ON  Thursday evening -OFF  Friday morning -OFF  Friday evening 3min-ON  Saturday morning 3min-ON  Saturday evening -OFF  Sunday morning -OFF  Sunday evning -OFF/ON    You can see that irrigation is on just about every day but is equivalent to 3 days or 4 days per week of irrigation due to the prohibited window of irrigation.    We currently enforce all these actions.","We have addressed utilities staff to be on alert for water waste and to report water waste and log complaints. On-call staff are now responding to customer side leaks, run-off and general water waste during off hours. Once a shortage has been declared by the city, all city staff will be responsible for observing water waste which is all compliant with SWRCB's restrictions.",,AF,353972405.2,316695001.9,172.5317466,154.3621509,77%,No Correction Needed
San Clemente  City of,Stage 1,Yes,Aug-14,1042.3,999.6,AF,"This month was our record low for production of TOTAL water use in August at 1042.3 AF, which beat our previous record in 2013 of 1080.0 AF. The reason our potable water is higher than last year's is due to our Recycled Water Plant Expansion. Our recycled water plant has been shut down due to nearing completion and will be shut down through September when we will be serving more recycled water than we ever have in the past. by reviewing our existing recycled water customer use, we would have been at 969.6 AF of potable water production, which would have been a record low for August since our population began to stabilize. our population is a bit higher than last year as well."," 50,960 ",,Called for voluntary additional conservation of 20% in March of 2014    Permanent prohibited water waste is as follows:  Irrigating during periods of rain  Any non-rain runoff  Washing of paved surfaces  Washing of vehicles without a positive shutoff nozzle  Washing of buildings without a positive shutoff nozzle  Failure to fix leaks within 48 hours of notification.  On top of irrigation prohibition.    We are actively patrolling areas and have developed new outreach materials to educate residents on prohibitions.  ,"We have addressed utilities staff to be on alert for water waste and to report water waste and log complaints. On-call staff are now responding to customer side leaks, run-off and general water waste during off hours. Once a shortage has been declared by the city, all city staff will be responsible for observing water waste which is all compliant with SWRCB's restrictions.",,,339634942.4,325721086.4,182.742759,175.2563196,85%,No Correction Needed
San Clemente  City of,Stage 1,Yes,Sep-14,976.5,935.3,AF," Recycled Water plant has been shut down due to plant upgrades and expansion and expected to be back up and running in mid October due to delays. Previous year we produced 80 AF of RW which would have placed our June 2014 potable water below our 2013 potable water production if our plant were online. This year, the accounts that use recycled water used 63.92 AF for September which would have placed us at 912.58 AF for September instead of 976.5.   Last years residential GPCD for September was 185.8 this years is 177.5  "," 51,030 ",177.5,"Called for voluntary additional conservation of 20% in March of 2014  Permanent prohibited water waste is as follows: Irrigating during periods of rain Any non-rain runoff Washing of paved surfaces Washing of vehicles without a positive shutoff nozzle Washing of buildings without a positive shutoff nozzle Failure to fix leaks within 48 hours of notification. Irrigation between the hours of 9:00am to 6:00pm  Due to our heavy clay soils, and steep slopes this is a more effective measure than days per week due to the needs of cycle and soak irrigation practices that can cross days to avoid irrigation during hottest parts of the day. Approximately 30 notices posted and 3 letters sent for participating in prohibited water use practices for September","We have addressed utilities staff to be on alert for water waste and to report water waste and log complaints. On-call staff are now responding to customer side leaks, run-off and general water waste during off hours. Once a shortage has been declared by the city, all city staff will be responsible for observing water waste which is all compliant with SWRCB's restrictions.",,,318193918.5,304768839.7,177.5018658,170.0127958,85%,No Correction Needed
San Diego  City of,Permanent Mandatory Restrictions,Yes,Jun-14,18798,18656,AF,"Residential use was estimated by looking at metered consumption of single-family and multi-family residential accounts, and residential irrigation accounts for FY 2014, and dividing it by total water produced in FY 2014."," 1,324,305 ",,"Water waste complaints have gone up 300% in July, compared to normal monthly average.  Current methods publicized to report water waste is via phone or email.  Currently tapping hourly meter readers and other City employees to report and/or investigate water waste.  No fines or citations issued so far, citizens are cooperating.","The City of San Diego boosted outreach efforts and added $250,000 in media buys in both FY 2014 and FY 2015 to promote the water conservation message.  City also boosted funding for landscape retrofit rebates by adding over half a million dollars ($550,000) per year of operating funds and 2.0 full-time positions for grass replacement, micro irrigation retrofit, and rain barrels.  Also, the first 6 months of 2014 has been declared the hottest on record in San Diego, dating back to the late 1800's.  ",,AF,6125355125,6079084222,82.79350809,82.16808634,54%,No Correction Needed
San Diego  City of,Permanent Mandatory Restrictions,Yes,Jul-14,19848,19682,AF,"Residential use was estimated by looking at metered consumption of single-family and multi-family residential accounts, and residential irrigation accounts for FY 2014, and dividing it by total water produced in FY 2014."," 1,324,305 ",,"Water waste complaints have gone up 300% in July, compared to normal monthly average.  Current methods publicized to report water waste is via phone or email.  Currently tapping hourly meter readers and other City employees to report and/or investigate water waste.  No fines or citations issued so far, citizens are cooperating.","The City of San Diego boosted outreach efforts and added $250,000 in media buys in both FY 2014 and FY 2015 to promote the water conservation message.  City also boosted funding for landscape retrofit rebates by adding over half a million dollars ($550,000) per year of operating funds and 2.0 full-time positions for grass replacement, micro irrigation retrofit, and rain barrels.  Also, the first 6 months of 2014 has been declared the hottest on record in San Diego, dating back to the late 1800's.  ",,AF,6467499123,6413407786,84.59816669,83.89062458,54%,No Correction Needed
San Diego  City of,Permanent Mandatory Restrictions,Yes,Aug-14,18654,19522,AF,"Residential use was estimated by looking at metered consumption of single-family residential accounts, multi-family residential accounts, and residential irrigation accounts for FY 2014, and dividing it by total water produced in FY 2014."," 1,324,305 ",,"Water waste complaints continue to go up, from 250 received in July to 334 received in August. Current methods publicized to report water waste are via phone or email.  Currently tapping hourly meter readers and other City employees to report and/or investigate water waste.  No fines or citations issued so far, citizens cooperating.","The City of San Diego boosted outreach efforts and added $250,000 in media buys in both FY 2014 and FY 2015 to promote the water conservation message.  With the increase in funding for landscape retrofit rebates by adding over half a million dollars ($550,000) per year of operating funds and two full-time positions for grass replacement, the City is seeing a significant increase in participation in its rebate program.  Also, the record heat experienced in San Diego during first 6 months of 2014 has continued.  The average daily temperatures in August 2014 were about 2 degrees above normal, while temperatures were slightly below average in August 2013.",,AF,6078432519,6361271558,79.5089783,83.20865629,54%,No Correction Needed
San Diego  City of,Permanent Mandatory Restrictions,Yes,Sep-14,18134,18720,AF,"Residential use was estimated by adding metered consumption of single-family residential accounts, multi-family residential accounts and residential irrigation accounts for the most recent Fiscal Year, and dividing it by total water produced in the same Fiscal Year."," 1,292,496 ",81.83,"The City of San Diego continues to receive a lot of water waste complaints - a total of 302 received in September, representing a 280% increase over the 2013 monthly average.  The City also secured the services of the San Diego Police Department's Reserved Senior Volunteer Patrol (RSVP) to identify and address water waste.  They patrol city streets from 6:30 am to midnight.  No fines or citations have been issued so far.  Citizens are cooperating.  ","The City of San Diego boosted outreach efforts and added $250,000 in media buys for both FY 2014 and FY 2015 to promote the water conservation message.  Even with the increase in funding for landscape retrofit rebates this year, the significant increase in program participation has resulted in over $1 Million in rebates being accounted for within the first 10 weeks of the program.  Also, the record heat experienced in San Diego continued into September.  The average low temperature for September 2014 was almost 71 degrees, while normal average low temperature is 65 degrees.",1494,AF,5908989777,6099938713,81.83461845,84.4791032,54%,No Correction Needed
San Dieguito Water District,Drought Response Level 2,Yes,Jun-14,723.3,620.2,AF,," 36,959 ",,,,84,AF,235688337.1,202093055,155.1741895,133.0554851,73%,No Correction Needed
San Dieguito Water District,Drought Response Level 2,Yes,Jul-14,716.9,669.4,AF,," 36,959 ",,,,92,AF,233602888,218124945.2,156.9954359,146.5933112,77%,No Correction Needed
San Dieguito Water District,Drought Response Level 2,Yes,Aug-14,655.2,673.1,AF,," 36,959 ",,,,38,AF,213497855,219330595.5,134.166505,137.8319208,72%,No Correction Needed
San Dieguito Water District,Drought Response Level 2,Yes,Sep-14,627.6,650.1,AF,," 36,959 ",154,,,106,AF,204504355.6,211836012.7,154.0095213,159.5308951,84%,No Correction Needed
San Francisco Public Utilities Commission,1,Yes,Jun-14,2192.57,2393.11,MG,"SFPUC calculated ""Percentage Residential Use"" by reporting total residential sales as a percentage of total monthly potable water production. Since potable water production includes leaks, flushing, and other non-revenue water, this percentage is somewhat skewed. If one only considers residential sales compared to commercial/industrial sales, approximately 60% are residential."," 846,601 ",,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of ‰ÛÏwater savers.‰Û     The notification process will be as follows:  - First notification: Courtesy letter to account holder/property owner/ business  - Second notification: Second letter accompanied by potential site visit to document water waste  - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation  - Final action: Citation issued in person or via mail to account holder or business    Citations will start at $100 per violation.  ","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Board‰Ûªs Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.      At its August 26, 2014 meeting the Commission will consider adoption of  excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.   ",,,2192570000,2393110000,47.480592,51.82333039,55%,No Correction Needed
San Francisco Public Utilities Commission,1,Yes,Jul-14,2256.61,2424.5,MG,"SFPUC calculated ""Percentage Residential Use"" by reporting total residential sales as a percentage of total monthly potable water production. Since potable water production includes leaks, flushing, and other non-revenue water, this percentage is somewhat skewed. If one only considers residential sales compared to commercial/industrial sales, approximately 59% are residential. "," 846,601 ",,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of ‰ÛÏwater savers.‰Û     The notification process will be as follows:  - First notification: Courtesy letter to account holder/property owner/ business  - Second notification: Second letter accompanied by potential site visit to document water waste  - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation  - Final action: Citation issued in person or via mail to account holder or business    Citations will start at $100 per violation.","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Board‰Ûªs Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.      At its August 26, 2014 meeting the Commission will consider adoption of  excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.   ",,,2256610000,2424500000,45.57135134,48.96182385,53%,No Correction Needed
San Francisco Public Utilities Commission,Stage 1,Yes,Aug-14,2224.05,2441.42,MG,"SFPUC calculated ""Percentage Residential Use"" by reporting total residential sales as a percentage of total monthly potable water production.  Since potable water production includes leaks, flushing, and other non-revenue water, this percentage is somewhat skewed.  If one only considers residential sales compared to commercial/industrial sales, approximately 61% are residential. "," 846,601 ",,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of ‰ÛÏwater savers.‰Û     The notification process will be as follows:  - First notification: Courtesy letter to account holder/property owner/ business  - Second notification: Second letter accompanied by potential site visit to document water waste  - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation  - Final action: Citation issued in person or via mail to account holder or business    Citations will start at $100 per violation.  ","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Board‰Ûªs Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.      At its August 26, 2014 meeting the Commission adopted excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  These irrigation accounts will be assigned water allocations set to 90% of their 2013 water use for the corresponding billing month.  For each customer account, an excess use charge for water use above the 90% cumulative allocation will be assessed at two times the applicable water rate for that account.   ",12.89,MG,2224050000,2441420000,44.91381494,49.30351659,53%,No Correction Needed
San Francisco Public Utilities Commission,1,Yes,Sep-14,2147,2355.69,MG,," 846,601 ",45.73,"To enforce the SWRCB regulations, the SFPUC is focusing on education and notification. Citations will be reserved only for severe and/or repeated documented water waste activities. We are also implementing a parallel communications effort to encourage reporting of ‰ÛÏwater savers.‰Û     The notification process will be as follows:  - First notification: Courtesy letter to account holder/property owner/ business  - Second notification: Second letter accompanied by potential site visit to document water waste  - Third notification: Automatic site visit; door hanger that urges immediate action and identifies assistance/training opportunities; further documentation  - Final action: Citation issued in person or via mail to account holder or business    Citations will start at $100 per violation.","On August 12, the San Francisco Public Utilities Commission authorized its General Manager to impose mandatory restrictions, as required pursuant to the State Water Resources Control Board‰Ûªs Emergency Regulations, on outdoor irrigation by reducing all outdoor irrigation of ornamental landscapes or turf with potable water by retail customers by at least 10%.      At its August 26, 2014 meeting the Commission adopted excessive use charges applicable to the approximately 1,600 retail potable water irrigation accounts.  These irrigation accounts will be assigned water allocations set to 90% of their 2013 water use for the corresponding billing month. For each customer account, an excess use charge for water use above the 90% cumulative allocation will be assessed at two times the applicable water rate for that account.",,,2147000000,2355690000,45.73295645,50.1782339,54%,No Correction Needed
San Gabriel County Water District,1,No,Jun-14,579.96,592.01,AF,," 45,000 ",,,,,,188980793.6,192907303.3,104.9893298,107.1707241,75%,No Correction Needed
San Gabriel County Water District,1,No,Jul-14,604.92,629.35,AF,," 45,000 ",,,,,,197114045.2,205074595.6,105.9752931,110.2551589,75%,No Correction Needed
San Gabriel County Water District,1,Yes,Aug-14,583.45,632.11,AF,," 45,000 ",,,,,,190118015.1,205973945.5,102.2139866,110.7386804,75%,No Correction Needed
San Gabriel County Water District,1,Yes,Sep-14,555.38,614.05,AF,," 45,000 ",101,,,,,180971365.5,200089068.7,100.5396475,111.1605937,75%,No Correction Needed
San Gabriel Valley Fontana Water Company,CPUC Rule 14.1,Yes,Jun-14,4413,4429,AF,," 209,035 ",,,,,,1437982347,1443195970,149.0481699,149.5885666,65%,No Correction Needed
San Gabriel Valley Fontana Water Company,CPUC Rule 14.1,Yes,Jul-14,4717,4791,AF,," 209,035 ",,,,,,1537041181,1561154187,154.1764912,156.5952023,65%,No Correction Needed
San Gabriel Valley Fontana Water Company,CPUC Rule 14.1,Yes,Aug-14,4280,4844,AF,," 209,035 ",,,,,,1394644108,1578424312,139.8930215,158.3275224,65%,No Correction Needed
San Gabriel Valley Fontana Water Company,CPUC Rule 14.1,Yes,Sep-14,3977,4515,AF,," 209,035 ",134,,,,,1295911125,1471219193,134.3223593,152.493199,65%,No Correction Needed
San Gabriel Valley Water Company,CPUC Rule 14.1,Yes,Jun-14,4143,4337,AF,," 271,817 ",,,,,,1350002462,1413217639,97.6761881,102.2499705,59%,No Correction Needed
San Gabriel Valley Water Company,CPUC Rule 14.1,Yes,Jul-14,4238,4609,AF,," 271,817 ",,,,,,1380958348,1501849227,96.69283249,105.1574481,59%,No Correction Needed
San Gabriel Valley Water Company,CPUC Rule 14.1,Yes,Aug-14,4090,4555,AF,," 271,817 ",,,,,,1332732336,1484253250,93.31611252,103.9254016,59%,No Correction Needed
San Gabriel Valley Water Company,CPUC Rule 14.1,Yes,Sep-14,3155,3444,AF,," 271,817 ",74,,,,,1028061252,1122232315,74.38290453,81.19642573,59%,No Correction Needed
San Jacinto  City of,Conservation Ordinance,No,Jun-14,131993,134830,CCF,," 15,200 ",,,,,,98737620.77,100859844.1,194.8768831,199.0654819,90%,No Correction Needed
San Jacinto  City of,Conservation Ordinance,No,Jul-14,136143,143373,CCF,," 15,200 ",,,,,,101842036.4,107250451.9,194.5200185,204.8501841,90%,No Correction Needed
San Jacinto  City of,Voluntary,Yes,Aug-14,132097,143228,CCF,n/a," 15,200 ",,n/a,n/a,,,98815418.17,107141984.4,188.7391264,204.6430093,90%,No Correction Needed
San Jacinto  City of,Voluntary,Yes,Sep-14,97610,125776,CCF,," 15,200 ",144,,,,,73017350.64,94086981.81,144.1131921,185.6979904,90%,No Correction Needed
San Jose  City of,In progress to invoke Stage 1,Yes,Jun-14,699,737,MG,"Local economy has improved over the last 1-2 years, and several new multi-family residential developments were constructed and occupied during this time.  Weather in June 2014 was hotter than weather in June 2013. Percentage Residential Use varies monthly because we bill bimonthly. So the Percentage Residential Use is calculated based on the consumption of the reporting month and the previous month.  Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly."," 114,974 ",,"Muni Water has in place an enforcement process, which starts with notification and education and escalates to potential fines as listed in the City of San Jose Municipal Code. Staff receive notifications of violations through phone, email, and website; logs each incident; and follows up through by investigation and notification of the responsible party by phone, mail, email, and when necessary and if possible, in person.","Muni Water is scheduled to be on the San Jose City Council Agenda for Council to declare a water shortage of 20%, which would trigger Stage 1 of Muni Water's Water Shortage Contingency Plan. Stage 1 includes mandatory restrictions on daytime watering. In addition, Muni Water is implementing other water use restrictions, which are in effect at all times to prevent water waste.",201,MG,699000000,737000000,93.22107607,98.2888885,46%,No Correction Needed
San Jose  City of,In progress to invoke Stage 1,Yes,Jul-14,728,818,MG,"Local economy has improved over the last 1-2 years, and several new multi-family residential developments were constructed and occupied during this time.  Weather in July 2014 was hotter than weather in July 2013. Percentage Residential Use varies monthly because we bill bimonthly. So the Percentage Residential Use is calculated based on the consumption of the reporting month and the previous month.  Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly."," 114,974 ",,"Muni Water has in place an enforcement process, which starts with notification and education and escalates to potential fines as listed in the City of San Jose Municipal Code. Staff receive notifications of violations through phone, email, and website; logs each incident; and follows up through by investigation and notification of the responsible party by phone, mail, email, and when necessary and if possible, in person.","Muni Water is scheduled to be on the San Jose City Council Agenda for Council to declare a water shortage of 20%, which would trigger Stage 1 of Muni Water‰Ûªs Water Shortage Contingency Plan. Stage 1 includes mandatory restrictions on daytime watering. In addition, Muni Water is implementing other water use restrictions, which are in effect at all times to prevent water waste.",113,MG,728000000,818000000,95.99926379,107.8673046,47%,No Correction Needed
San Jose  City of,1,Yes,Aug-14,690,791,MG,"Local economy has improved over the last 1-2 years, and several new multi-family residential developments were constructed and occupied during this time.    Percentage Residential Use varies monthly because Muni Water bills bimonthly. So the Percentage Residential Use is calculated based on the consumption of the reporting month and the previous month.    Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly."," 114,974 ",,"Muni Water continued to implement its enforcement process, which starts with notification and education and escalates to potential fines as listed in the City of San Jose Municipal Code. Muni Water also coordinated with the other retailers in San JosÌ© and with Muni Water's wholesale providers to ensure that water waste response is adequate and not duplicated in areas of San JosÌ© outside the Muni Water service area.","On Aug. 26, 2014 the San Jose City Council declared a water shortage of 20%. This triggered Stage 1 of Muni Water‰Ûªs Water Shortage Contingency Plan, which includes mandatory restrictions on daytime watering. In addition, Muni Water is actively performing outreach to inform its customers of other water use restrictions, which are in effect at all times to prevent water waste. Muni Water is notifying its customers of these restrictions via direct mail to all customers, a website page explaining the restrictions, and social media outlets. Other outreach actions are also planned.",236,MG,690000000,791000000,90.98831321,104.3068924,47%,No Correction Needed
San Jose  City of,1,Yes,Sep-14,590,675,MG,"Muni Water bills bimonthly, so % Residential Use is based on the reporting month and prior month of the previous year. Recycled water information (reported in #11) is customer usage data, which is also billed bimonthly. Population is based on the population estimated in our 2010 UWMP and projected annually consistent with the State‰Ûªs simplified method for estimating service area population, but 2000 Census data was used when we estimated population for the 2010 UWMP. We are obtaining 2010 Census data for our service area and are working on updating the calculation to use the 2010 Census data."," 116,697 ",79,Muni Water continued all efforts described last month.,Muni Water continues to implement its Stage 1 actions and outreach efforts described last month.,156,MG,590000000,675000000,79.20797735,90.61929613,47%,No Correction Needed
San Jose Water Company,3,Yes,Jun-14,4569.8,4926.9,MG,," 990,000 ",,,,134354,CCF,4569800000,4926900000,107.7057239,116.1222222,70%,No Correction Needed
San Jose Water Company,3,Yes,Jul-14,4787.5,5352.1,MG,," 946,494 ",,,,130113,CCF,4787500000,5352100000,114.2160845,127.6858289,70%,No Correction Needed
San Jose Water Company,3,Yes,Aug-14,4543,5204,MG,," 946,494 ",,,,129275,CCF,4543000000,5204000000,108.3830124,124.1525857,70%,No Correction Needed
San Jose Water Company,2,Yes,Sep-14,4014,4671,MG,," 990,000 ",95,,,115509,CCF,4014000000,4671000000,94.60606061,110.0909091,70%,No Correction Needed
San Juan Capistrano  City of,"On August 19, voting to declare Stage 2",Yes,Jun-14,737.3,868.3,AF,Agricultural accounts used 12.3 AF in June 2014.," 38,491 ",,Staff responded to a number of water waste and leak calls from the public; formal tracking of these reports was not established until July.,,,,240250257.1,282936794.1,115.2222532,135.6944018,55%,No Correction Needed
San Juan Capistrano  City of,"On August 19, voting to move to Stage 2.",Yes,Jul-14,776.5,904.2,AF,Agricultural accounts used 10.2 AF in July 2014.," 38,491 ",,"The City began receiving calls from concerned residents reporting leaks and water waste as soon as the drought was declared in January, and this continued all spring.  Staff responded to each call, but no formal tracking of the number of calls was kept.  A new database was set up in July, as soon as we learned that the State directed agencies to report on this element.  For the second half of July 2014, staff received and responded to 18 such calls.","As soon as the SWRCB Emergency Regulation was declared, the City sent an electronic news blast to residents and the press.  This was followed by information provided to City Council and the Utilities Commission, and a detailed memo to all City staff.  The data previously provided to SWRCB was made public, and this resulted in media interviews and articles, reporting San Juan Capistrano‰Ûªs water use.  (Note: It was subsequently learned by City staff that the previously reported production numbers included 214 AF of water provided to a neighboring agency in May 2014, and so were incorrect.  The June and July reports to SWRCB now account for this.)      City staff responded to numerous email and telephone inquiries about the drought, met with Homeowner Association representatives, and began scheduling workshops and public forums to take place over the next several months.  Staff also drafted bill stuffers and a bill message to be included with August water bills.    New water rates took effect on July 1, 2014, and the revised water budget based rate structure includes a 30% reduction in the allocations for landscape use (both residential and commercial landscapes);  at the same time the price of landscape water was increased by 30%.  ",,,253023633.1,294634860.3,118.6849104,138.2033431,56%,No Correction Needed
